timestamp_utc,latitude,longitude,rainfall_mm_hr,rainfall_rolling_1hr,rainfall_rolling_3hr,rainfall_rolling_6hr,flood_susceptibility,rainfall_hazard,dynamic_flood_risk,flood_risk_level
2019-05-02 16:30:00+00:00,19.25,85.049995,4.27,7.9599997999999985,21.4799995,35.1399994,0.00066765834,0.48294134064406063,0.1935771312753331,Low
2019-05-02 17:00:00+00:00,19.25,85.049995,4.5899997,8.8599997,22.2599992,38.6499992,0.00066765834,0.51619693299021,0.20687936821379282,Low
2019-05-02 17:30:00+00:00,19.25,85.049995,3.23,7.8199996999999986,22.6299992,40.0799992,0.00066765834,0.4880038009780044,0.1956021154089106,Low
2019-05-02 18:00:00+00:00,19.25,85.049995,4.8399997,8.069999699999999,24.6499989,43.8099989,0.00066765834,0.5472281706956299,0.21929186329596081,Low
2019-05-02 18:30:00+00:00,19.25,85.049995,3.3999999,8.239999599999997,24.0199991,44.2599988,0.00066765834,0.5377792885349263,0.21551231043167937,Low
2019-05-02 19:00:00+00:00,19.25,85.049995,4.87,8.269999899999998,25.1999993,45.6399988,0.00066765834,0.5812239633958075,0.23289018037603185,Low
2019-05-02 19:30:00+00:00,19.25,85.049995,3.57,8.439999999999998,24.4999993,45.9799988,0.00066765834,0.5638049218136836,0.2259225637431823,Low
2019-05-02 20:00:00+00:00,19.25,85.049995,4.77,8.339999999999996,24.6799996,46.939998800000005,0.00066765834,0.6081267108155826,0.24365127934394187,Low
2019-05-02 20:30:00+00:00,19.25,85.049995,5.56,10.329999999999997,27.0099996,49.6399988,0.00066765834,0.6791583526215,0.27206393606630885,Moderate
2019-05-02 21:00:00+00:00,19.25,85.049995,4.77,10.329999999999997,26.9399999,51.5899988,0.00066765834,0.6955081747324078,0.27860386491067196,Moderate
2019-05-02 21:30:00+00:00,19.25,85.049995,5.98,10.749999999999996,29.52,53.5399991,0.00066765834,0.7361960651535079,0.294879021079112,Moderate
2019-05-02 22:00:00+00:00,19.25,85.049995,11.8,17.779999999999998,36.45,61.6499993,0.00066765834,0.8563937024666559,0.3429580760043712,Moderate
2019-05-02 22:30:00+00:00,19.25,85.049995,8.83,20.629999999999995,41.71,66.2099993,0.00066765834,0.8979449374484414,0.35957856999708543,Moderate
2019-05-02 23:00:00+00:00,19.25,85.049995,6.98,15.809999999999995,43.92,68.5999996,0.00066765834,0.8764239689036296,0.3509701825791607,Moderate
2019-05-02 23:30:00+00:00,19.25,85.049995,9.94,16.919999999999995,48.3,75.3099996,0.00066765834,0.8835833164276357,0.35383392158876315,Moderate
2019-05-03 00:00:00+00:00,19.25,85.049995,11.099999,21.039998999999995,54.629999000000005,81.5699989,0.00066765834,0.8806766130517207,0.35267124023839713,Moderate
2019-05-03 00:30:00+00:00,19.25,85.049995,13.23,24.329999,61.879999,91.399999,0.00066765834,0.8862713919891944,0.3549091518133866,Moderate
2019-05-03 01:00:00+00:00,19.25,85.049995,12.73,25.96,62.809999000000005,99.259999,0.00066765834,0.8881121813353025,0.35564546755182985,Moderate
2019-05-03 01:30:00+00:00,19.25,85.049995,11.37,24.099999999999994,65.349999,107.059999,0.00066765834,0.8895146890473802,0.35620647063666094,Moderate
2019-05-03 02:00:00+00:00,19.25,85.049995,8.12,19.489999999999995,66.489999,110.409999,0.00066765834,0.8874684093887488,0.3553879587732084,Moderate
2019-05-03 02:30:00+00:00,19.25,85.049995,7.4199996,15.539999599999994,63.9699986,112.2699986,0.00066765834,0.8859471065519539,0.3547794376384904,Moderate
2019-05-03 03:00:00+00:00,19.25,85.049995,5.54,12.959999599999996,58.4099996,113.0399986,0.00066765834,0.84844965063433,0.33978045527144085,Moderate
