timestamp_utc,latitude,longitude,rainfall_mm_hr,rainfall_lag_30min,rainfall_lag_60min,rainfall_lag_90min,rainfall_lag_2hr,rainfall_change_30min,rainfall_rolling_1hr,rainfall_rolling_3hr,rainfall_rolling_6hr,spatial_mean_rainfall,spatial_max_rainfall,spatial_rainfall_std,rainfall_to_regional_max,regional_rainfall_1hr,regional_rainfall_3hr,regional_rainfall_6hr,flood_area_fraction,flood_label,distance_to_water_m,distance_to_river_m,distance_to_lake_m,distance_to_reservoir_m,distance_to_inundation_area_m,near_river_1km,near_river_3km,near_water_1km,near_water_3km,near_inundation_3km,waterbody_count_5km,river_segment_count_5km,rainfall_hazard,flood_susceptibility,dynamic_flood_risk,risk_level_dynamic
2019-05-02 05:00:00+00:00,19.25,84.95,0.17999999,0.85999995,0.35999998,0.29999998,0.17999999,-0.67999996,1.03999994,1.89999989,1.96999989,0.4546791366524056,12.36,1.2682451710961715,0.0145631048088102,1.035106934235294,1.4045454299491975,1.4469785844812837,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.050201139651074554,0.99898535,0.6194716778605519,High
2019-05-02 05:30:00+00:00,19.25,84.95,1.01,0.17999999,0.85999995,0.35999998,0.29999998,0.83000001,1.18999999,2.88999989,2.97999989,0.749625659366309,12.61,1.6495825556870902,0.0800951562176719,1.2043047960187168,2.1095988984037435,2.196604243847593,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.08085656746511091,0.99898535,0.6317338489861665,High
2019-05-02 06:00:00+00:00,19.25,84.95,2.61,1.01,0.17999999,0.85999995,0.35999998,1.6,3.62,5.3199999,5.56999989,1.0445187001844911,12.63,1.791415511893656,0.2066508149920178,1.7941443595508022,3.1143849786764704,3.234090858529412,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.1644018565217438,0.99898535,0.6651519646088195,High
2019-05-02 06:30:00+00:00,19.25,84.95,1.15,2.61,1.01,0.17999999,0.85999995,-1.46,3.76,6.16999992,6.71999989,1.7450267091203209,12.719999,2.133667112250769,0.0904088050314465,2.7895454093048127,4.761550727374331,4.971122915350267,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.17215843012392149,0.99898535,0.6682545940496907,High
2019-05-02 07:00:00+00:00,19.25,84.95,1.2099999,1.15,2.61,1.01,0.17999999,0.0599998999999999,2.359999899999999,7.01999984,7.919999789999999,1.6064170818716572,12.429999,2.011517716431072,0.0973451246983105,3.3514437909919783,6.180695084778075,6.572379569475936,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.18560771628547373,0.99898535,0.6736343085143116,High
2019-05-02 07:30:00+00:00,19.25,84.95,0.06,1.2099999,1.15,2.61,1.01,-1.1499999,1.2699998999999995,6.21999989,7.93999979,1.636737937497326,12.69,2.0604239188369227,0.0047281320151196,3.2431550193689844,7.237005224692513,8.198769913652406,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.15928417635386222,0.99898535,0.6631048925416669,High
2019-05-02 08:00:00+00:00,19.25,84.95,0.0,0.06,1.2099999,1.15,2.61,-0.06,0.0599999999999995,6.0399999,7.93999979,1.0560962363074868,12.7,1.6650635361690826,0.0,2.6928341738048127,7.838422324347594,9.242967754296792,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.14353330616350798,0.99898535,0.6568045444655253,High
2019-05-02 08:30:00+00:00,19.25,84.95,0.47,0.0,0.06,1.2099999,1.15,0.47,0.4699999999999995,5.4999999,8.38999979,1.1769518543128337,11.92,1.6858150403443015,0.039429526893496,2.233048090620321,8.265748519294117,10.375347417697862,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.15353523935715982,0.99898535,0.660805317742986,High
2019-05-02 09:00:00+00:00,19.25,84.95,1.01,0.47,0.0,0.06,1.2099999,0.54,1.4799999999999995,3.8999999,9.2199998,1.0443047970588233,9.58,1.45887681964438,0.1054279639428012,2.221256651371658,8.26553461616845,11.37991959484492,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.1719892804937093,0.99898535,0.6681869341976058,High
2019-05-02 09:30:00+00:00,19.25,84.95,1.8499999,1.01,0.47,0.0,0.06,0.8399999,2.8599999,4.5999998,10.76999972,1.167299442580214,8.33,1.302306004683354,0.2220887968680916,2.2116042396390374,7.687807349628343,12.449358077002676,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.205903911307982,0.99898535,0.6817527865233148,High
2019-05-02 10:00:00+00:00,19.25,84.95,1.56,1.8499999,1.01,0.47,0.0,-0.2899999,3.4099999,4.9499999,11.96999974,1.3662299223021397,10.76,1.6637458333039603,0.1449813991652974,2.533529364882353,7.447620190058823,13.6283152748369,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.21603420060296252,0.99898535,0.6858049022413071,High
2019-05-02 10:30:00+00:00,19.25,84.95,2.01,1.56,1.8499999,1.01,0.47,0.4499999999999997,3.5699999999999994,6.899999899999999,13.11999979,1.0052406260748652,6.98,1.1408774600834624,0.2879655747900322,2.371470548377005,6.816122878636364,14.053128103328875,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.2300603071876513,0.99898535,0.6914153448751826,High
2019-05-02 11:00:00+00:00,19.25,84.95,1.17,2.01,1.56,1.8499999,1.01,-0.8399999999999999,3.18,8.0699999,14.1099998,0.8812566710187161,6.33,0.9683103501746596,0.1848340940230499,1.886497297093583,6.641283313347594,14.479705637695186,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.2090219995970655,0.99898535,0.6830000218389483,High
2019-05-02 11:30:00+00:00,19.25,84.95,1.79,1.17,2.01,1.56,1.8499999,0.6200000000000001,2.9599999999999995,9.3899999,14.889999799999998,0.9221657588155084,5.8799996,1.0397085700504185,0.3044217376440404,1.8034224298342243,6.386497217850267,14.652245737144383,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.22232467727637054,0.99898535,0.6883210929106702,High
2019-05-02 12:00:00+00:00,19.25,84.95,2.45,1.79,1.17,2.01,1.56,0.6600000000000001,4.24,10.8299999,14.7299998,1.0091711096443847,6.96,1.1768873721416684,0.3520114436765167,1.9313368684598928,6.351363530435828,14.616898146604278,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.25328361280752393,0.99898535,0.7007046671231316,High
2019-05-02 12:30:00+00:00,19.25,84.95,3.4499998,2.45,1.79,1.17,2.01,0.9999998,5.8999998,12.4299998,17.0299996,1.13002672036631,10.99,1.4083318540336769,0.3139217002801001,2.139197830010695,6.314090808221925,14.001898157850269,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.2988261555819073,0.99898535,0.7189216842328849,High
2019-05-02 13:00:00+00:00,19.25,84.95,3.31,3.4499998,2.45,1.79,1.17,-0.1399998,6.759999799999999,14.1799998,19.1299997,1.38066842564171,10.24,1.6551653649492608,0.3232421559333832,2.510695146008021,6.328529311561497,13.77614950162032,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.31931854602580023,0.99898535,0.7271186404104422,High
2019-05-02 13:30:00+00:00,19.25,84.95,3.82,3.31,3.4499998,2.45,1.79,0.5099999999999998,7.129999999999999,15.9899998,22.8899997,1.4893850061978609,7.12,1.5051056462661545,0.5365167785791041,2.870053431839572,6.812673691684491,13.628796570320857,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.3530441064459852,0.99898535,0.7406088645785162,High
2019-05-02 14:00:00+00:00,19.25,84.95,3.37,3.82,3.31,3.4499998,2.45,-0.4499999999999997,7.19,18.1899998,26.2599997,1.6756684236978612,9.12,1.5624749693516222,0.3695175033423791,3.165053429895722,7.607085444363635,14.24836875771123,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.369143032872343,0.99898535,0.7470484351490593,High
2019-05-02 14:30:00+00:00,19.25,84.95,2.71,3.37,3.82,3.31,3.4499998,-0.6600000000000001,6.08,19.1099998,28.4999997,1.9804812528556164,6.81,1.640760208715099,0.3979441412710512,3.656149676553476,8.665400938403742,15.05189815625401,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.3686864753831561,0.99898535,0.7468658121533845,High
2019-05-02 15:00:00+00:00,19.25,84.95,2.6599998,2.71,3.37,3.82,3.31,-0.0500001999999999,5.3699998,19.319999600000003,30.1499995,2.140909052887702,6.83,1.473797287328777,0.3894581860236916,4.121390305743315,9.797138881647058,16.148502412082888,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.38086135325121157,0.99898535,0.7517357633006068,Very High
2019-05-02 15:30:00+00:00,19.25,84.95,4.25,2.6599998,2.71,3.37,3.82,1.5900002,6.9099998,20.1199998,32.5499996,2.4860159964545434,7.16,1.4800046491452714,0.5935753360928301,4.626925049342246,11.153128157735294,17.46721896595722,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.4511610233586059,0.99898535,0.7798556313435645,Very High
2019-05-02 16:00:00+00:00,19.25,84.95,3.52,4.25,2.6599998,2.71,3.37,-0.73,7.77,20.3299998,34.5099996,2.203262001203205,7.33,1.537178227315977,0.4802182155227537,4.689277997657754,11.97572173329679,18.304251044858287,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.45748295078030476,0.99898535,0.7823844023122439,Very High
2019-05-02 16:30:00+00:00,19.25,84.95,4.08,3.52,4.25,2.6599998,2.71,0.56,7.6,20.5899998,36.5799996,2.2785828506604275,8.17,1.529310175494142,0.4993879437713656,4.481844851863636,12.764919577759358,19.57759326944385,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.47547127591727456,0.99898535,0.7895797323670319,Very High
2019-05-02 17:00:00+00:00,19.25,84.95,3.78,4.08,3.52,4.25,2.6599998,-0.3000000000000002,7.859999999999999,20.9999998,39.1899996,2.3413903346898386,18.82,2.1397781235863484,0.2008501487327232,4.619973185350268,13.430641488751338,21.03772693311497,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.48807926344867447,0.99898535,0.7946229273795918,Very High
2019-05-02 17:30:00+00:00,19.25,84.95,3.3999999,3.78,4.08,3.52,4.25,-0.3800000999999997,7.1799999,21.6899997,40.7999995,2.20117643492246,14.65,2.0144695217558377,0.2320818885950929,4.5425667696123,13.651336670818182,22.316737609221924,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.4831795529285944,0.99898535,0.7926630431715598,Very High
2019-05-02 18:00:00+00:00,19.25,84.95,3.1799998,3.3999999,3.78,4.08,3.52,-0.2200001,6.5799997,22.2099997,41.52999929999999,2.690855581331548,34.09,3.966089865194179,0.0932824789298187,4.892032016254011,14.201283199262033,23.99842208090909,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.48937909309022304,0.99898535,0.7951428592362113,Very High
2019-05-02 18:30:00+00:00,19.25,84.95,4.14,3.1799998,3.3999999,3.78,4.08,0.9600001999999996,7.3199998,22.0999997,42.2199995,2.875882310133689,23.949999,3.7083680067534015,0.1728601252609603,5.566737891465241,14.591149512941175,25.744277670676468,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.5327435892581075,0.99898535,0.8124886577033651,Very High
2019-05-02 19:00:00+00:00,19.25,84.95,5.06,4.14,3.1799998,3.3999999,3.78,0.92,9.2,23.6399997,43.9699995,2.809411726828876,23.89,3.10963270983772,0.2118040932689789,5.685294036962567,15.197299238566846,27.17302097186364,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.5853869772331859,0.99898535,0.8335460128933965,Very High
2019-05-02 19:30:00+00:00,19.25,84.95,3.26,5.06,4.14,3.1799998,3.3999999,-1.7999999999999998,8.32,22.8199997,43.4099995,2.8841443380508007,16.85,2.8905923861369427,0.1934717986070148,5.69355606487968,15.80286072595722,28.56778030371657,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.5465150101392857,0.99898535,0.8179972260558364,Very High
2019-05-02 20:00:00+00:00,19.25,84.95,4.44,3.26,5.06,4.14,3.1799998,1.1800000000000006,7.7,23.4799997,44.479999500000005,3.4351068889411707,17.44,3.082940694461487,0.2545871413654162,6.3192512269919785,16.896577280208557,30.32721876895989,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.5873254609207689,0.99898535,0.8343214063684297,Very High
2019-05-02 20:30:00+00:00,19.25,84.95,5.9,4.44,3.26,5.06,4.14,1.46,10.34,25.9799998,47.6699995,3.660534694590908,21.18,3.5190282610525614,0.278564670511583,7.095641583532085,18.35593553987701,32.00727221069519,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.6786280955897125,0.99898535,0.8708424602360071,Very High
2019-05-02 21:00:00+00:00,19.25,84.95,5.37,5.9,4.44,3.26,5.06,-0.5300000000000002,11.27,28.17,50.3799997,4.303048050943848,42.219997,4.332895976965912,0.1271909108096121,7.96358274553476,19.968128009489305,34.16941120875134,0.0035438068367823,1,3732.306383365968,3379.843809829471,7186.4369781893965,4894.830583626565,80470.88982899593,0,0,0,0,0,2,1,0.7178013004691526,0.99898535,0.8865117421877831,Very High
